# multipoles
# s[mm] polynom_a[n=1][T/m^n] polynom_a[n=3][T/m^n] polynom_a[n=5][T/m^n] polynom_a[n=7][T/m^n] polynom_a[n=9][T/m^n] 
+1.4000000000000000e+02 +6.1587499583761161e-03 -1.9964091059171980e+00 +2.5925474690134126e+02 -3.8440280123215533e+04 +3.2102484015790969e+07 
+1.4009999999999999e+02 +6.1330277872576862e-03 -1.9863986861593315e+00 +2.5815067825890441e+02 -3.9693074697383323e+04 +3.3862353105561286e+07 
+1.4020000000000002e+02 +6.1074249301530477e-03 -1.9764428605314672e+00 +2.5702802507525621e+02 -4.0748792192409353e+04 +3.5245891287274346e+07 
+1.4030000000000001e+02 +6.0819407099710612e-03 -1.9665394487286325e+00 +2.5587304995563775e+02 -4.1563613705729098e+04 +3.6206148907436475e+07 
+1.4040000000000001e+02 +6.0565744496120719e-03 -1.9566862700433953e+00 +2.5467201066819734e+02 -4.2093699403439030e+04 +3.6696146620980211e+07 
+1.4050000000000000e+02 +6.0313254719854027e-03 -1.9468811441860288e+00 +2.5341116994462581e+02 -4.2295230753384923e+04 +3.6668935111282684e+07 
+1.4059999999999999e+02 +6.0061931000033918e-03 -1.9371218909507979e+00 +2.5207679120090896e+02 -4.2124391386040494e+04 +3.6077567407085821e+07 
+1.4070000000000002e+02 +5.9811766565612242e-03 -1.9274063294600119e+00 +2.5065513057448982e+02 -4.1537335457151647e+04 +3.4875056606961504e+07 
+1.4080000000000001e+02 +5.9562754645801110e-03 -1.9177322799012737e+00 +2.4913245606895634e+02 -4.0490266101110778e+04 +3.3014483084047899e+07 
+1.4090000000000001e+02 +5.9314888469496826e-03 -1.9080975611467310e+00 +2.4749502088544665e+02 -3.8939324944201275e+04 +3.0448842327481162e+07 
+1.4100000000000000e+02 +5.9068161265894521e-03 -1.8984999933106266e+00 +2.4572909218234722e+02 -3.6840711552775130e+04 +2.7131209729643442e+07 
+1.4109999999999999e+02 +5.8822566674242719e-03 -1.8889382740679956e+00 +2.4382872927831892e+02 -3.4181444441904190e+04 +2.3056726330379475e+07 
+1.4120000000000002e+02 +5.8578099974608746e-03 -1.8794146138952312e+00 +2.4181918925439237e+02 -3.1071939956653845e+04 +1.8388965231767833e+07 
+1.4130000000000001e+02 +5.8334756857271386e-03 -1.8699321014766934e+00 +2.3973352856764711e+02 -2.7653463200264894e+04 +1.3333606158040948e+07 
+1.4140000000000001e+02 +5.8092533012608048e-03 -1.8604938258924004e+00 +2.3760480803612188e+02 -2.4067297164091495e+04 +8.0963533014338203e+06 
+1.4150000000000000e+02 +5.7851424130819593e-03 -1.8511028755345604e+00 +2.3546608102808986e+02 -2.0454694639572030e+04 +2.8828698927756948e+06 
+1.4159999999999999e+02 +5.7611425902392398e-03 -1.8417623399209606e+00 +2.3335041317770086e+02 -1.6956958329156550e+04 -2.1011129663915448e+06 
+1.4170000000000002e+02 +5.7372534017531736e-03 -1.8324753074638944e+00 +2.3129085811158299e+02 -1.3715342213351163e+04 -6.6499302775749117e+06 
+1.4180000000000001e+02 +5.7134744166555396e-03 -1.8232448669961003e+00 +2.2932047385429303e+02 -1.0871117619309596e+04 -1.0557894014399154e+07 
+1.4190000000000001e+02 +5.6898052039750400e-03 -1.8140741072465085e+00 +2.2747231743609325e+02 -8.5655522331146840e+03 -1.3619320691637661e+07 
+1.4200000000000000e+02 +5.6662453327458034e-03 -1.8049661171388196e+00 +2.2577944787243487e+02 -6.9399214312308713e+03 -1.5628516749896102e+07 
+1.4209999999999999e+02 +5.6427943371306502e-03 -1.7959230057359541e+00 +2.2426521612524030e+02 -6.0922279038190309e+03 -1.6445603917845432e+07 
+1.4220000000000002e+02 +5.6194516118019157e-03 -1.7869429621828599e+00 +2.2291413398972426e+02 -5.9473504318886598e+03 -1.6194014935787993e+07 
+1.4230000000000001e+02 +5.5962165165782882e-03 -1.7780231964625550e+00 +2.2170101282599524e+02 -6.3869260922972817e+03 -1.5062955736175956e+07 
+1.4240000000000001e+02 +5.5730884112736544e-03 -1.7691609183489505e+00 +2.2060066157896699e+02 -7.2925817636049742e+03 -1.3241646475877134e+07 
+1.4250000000000000e+02 +5.5500666556928951e-03 -1.7603533372510503e+00 +2.1958788516651197e+02 -8.5459278122731048e+03 -1.0919329883826660e+07 
+1.4259999999999999e+02 +5.5271506096413233e-03 -1.7515976626030794e+00 +2.1863748882959806e+02 -1.0028576042381432e+04 -8.2852466203923710e+06 
+1.4270000000000002e+02 +5.5043396329406283e-03 -1.7428911044961588e+00 +2.1772428504382819e+02 -1.1622167922074152e+04 -5.5285967708142148e+06 
+1.4280000000000001e+02 +5.4816330854002178e-03 -1.7342308725274567e+00 +2.1682308082787026e+02 -1.3208322474022742e+04 -2.8386112084099036e+06 
+1.4290000000000001e+02 +5.4590303268244877e-03 -1.7256141760744432e+00 +2.1590868067209132e+02 -1.4668648100490233e+04 -4.0453554671557021e+05 
+1.4300000000000000e+02 +5.4365307170352508e-03 -1.7170382252591543e+00 +2.1495589755634040e+02 -1.5884788763588476e+04 +1.5844339381004071e+06 
+1.4309999999999999e+02 +5.4141336612641986e-03 -1.7085010049507472e+00 +2.1394619678931161e+02 -1.6768303539685323e+04 +2.9869900124602490e+06 
+1.4320000000000002e+02 +5.3918387465039085e-03 -1.7000036041038964e+00 +2.1288771058937189e+02 -1.7350651947431848e+04 +3.8537134705498596e+06 
+1.4330000000000001e+02 +5.3696456051498514e-03 -1.6915478861684987e+00 +2.1179522092447968e+02 -1.7693198587899551e+04 +4.2830609632686712e+06 
+1.4340000000000001e+02 +5.3475538696202687e-03 -1.6831357155237803e+00 +2.1068352007715734e+02 -1.7857350524529244e+04 +4.3735473523717029e+06 
+1.4350000000000000e+02 +5.3255631723274164e-03 -1.6747689562947219e+00 +2.0956739746003569e+02 -1.7904502901300239e+04 +4.2236710754201114e+06 
+1.4359999999999999e+02 +5.3036731456825841e-03 -1.6664494725891787e+00 +2.0846164240968278e+02 -1.7896050805993924e+04 +3.9319307052951353e+06 
+1.4370000000000002e+02 +5.2818834220998787e-03 -1.6581791286027610e+00 +2.0738104508178353e+02 -1.7893392317098675e+04 +3.5968285713730315e+06 
+1.4380000000000001e+02 +5.2601936339923064e-03 -1.6499597885072068e+00 +2.0634039552416220e+02 -1.7957925525959537e+04 +3.3168674860258922e+06 
+1.4390000000000001e+02 +5.2386034137624363e-03 -1.6417933160324771e+00 +2.0535447873125429e+02 -1.8151027238947489e+04 +3.1905205637643081e+06 
+1.4400000000000000e+02 +5.2171123938292386e-03 -1.6336815755918945e+00 +2.0443808740384546e+02 -1.8534106368612796e+04 +3.3163053381297509e+06 
+1.4409999999999999e+02 +5.1957201575131666e-03 -1.6256254946027509e+00 +2.0359978031205966e+02 -1.9146951277560420e+04 +3.7625865736827003e+06 
+1.4420000000000002e+02 +5.1744260917460242e-03 -1.6176222526551769e+00 +2.0282318180499260e+02 -1.9942872282014298e+04 +4.4771224848087933e+06 
+1.4430000000000001e+02 +5.1532295343828865e-03 -1.6096680932684284e+00 +2.0208569284046962e+02 -2.0853603320677619e+04 +5.3775798628811827e+06 
+1.4440000000000001e+02 +5.1321298232833634e-03 -1.6017592601350739e+00 +2.0136471620033328e+02 -2.1810885549701849e+04 +6.3816351015258580e+06 
+1.4450000000000000e+02 +5.1111262962737283e-03 -1.5938919955575974e+00 +2.0063763903898399e+02 -2.2746395237092842e+04 +7.4068750906983316e+06 
+1.4459999999999999e+02 +5.0902182912243776e-03 -1.5860625436878597e+00 +1.9988186937824338e+02 -2.3591895513606738e+04 +8.3710067473999448e+06 
+1.4470000000000002e+02 +5.0694051459829617e-03 -1.5782671477268928e+00 +1.9907480452516140e+02 -2.4279104948595883e+04 +9.1916754550819155e+06 
+1.4480000000000001e+02 +5.0486861983834964e-03 -1.5705020502963998e+00 +1.9819383520360577e+02 -2.4739714584073383e+04 +9.7864884403983541e+06 
+1.4490000000000001e+02 +5.0280607862918632e-03 -1.5627634953422240e+00 +1.9721636699037157e+02 -2.4905477028923957e+04 +1.0073137735607693e+07 
+1.4500000000000000e+02 +5.0075282475529042e-03 -1.5550477259743427e+00 +1.9611979634931637e+02 -2.4708107859088155e+04 +9.9692651001743320e+06 
+1.4509999999999999e+02 +4.9870879806337611e-03 -1.5473521459773889e+00 +1.9488947572442473e+02 -2.4104213084445855e+04 +9.4224574513579886e+06 
+1.4520000000000002e+02 +4.9667396265179534e-03 -1.5396788031604411e+00 +1.9354259774395027e+02 -2.3150031859596478e+04 +8.5001847286270112e+06 
+1.4530000000000001e+02 +4.9464828868088992e-03 -1.5320309059389916e+00 +1.9210431046546572e+02 -2.1926692082052370e+04 +7.2998602810456194e+06 
+1.4540000000000001e+02 +4.9263174630919280e-03 -1.5244116619969208e+00 +1.9059975387804346e+02 -2.0515288605069927e+04 +5.9188523471101876e+06 
+1.4550000000000000e+02 +4.9062430569898419e-03 -1.5168242805627545e+00 +1.8905408519904034e+02 -1.8996987394506916e+04 +4.4546268070969703e+06 
+1.4559999999999999e+02 +4.8862593700854723e-03 -1.5092719692140295e+00 +1.8749244321526047e+02 -1.7452878298446507e+04 +3.0045449852088466e+06 
+1.4570000000000002e+02 +4.8663661039860112e-03 -1.5017579365175548e+00 +1.8593997763812322e+02 -1.5964095951442177e+04 +1.6660293967160068e+06 
+1.4580000000000001e+02 +4.8465629603004923e-03 -1.4942853911483396e+00 +1.8442183962300467e+02 -1.4611781628364122e+04 +5.3651235970405699e+05 
+1.4590000000000001e+02 +4.8268496406161506e-03 -1.4868575408429228e+00 +1.8296316955247252e+02 -1.3477031232756024e+04 -2.8663703655375092e+05 
+1.4600000000000000e+02 +4.8072258465435766e-03 -1.4794775943366931e+00 +1.8158911923615193e+02 -1.2640988706287397e+04 -7.0598283160856797e+05 
+1.4609999999999999e+02 +4.7876912507662690e-03 -1.4721480193188310e+00 +1.8031909319600891e+02 -1.2163995483115894e+04 -6.5226365436931129e+05 
+1.4620000000000002e+02 +4.7682454103229752e-03 -1.4648683220467162e+00 +1.7914953851760509e+02 -1.2023316925700314e+04 -1.6872936857313025e+05 
+1.4630000000000001e+02 +4.7488878533377592e-03 -1.4576372682400138e+00 +1.7807116067435200e+02 -1.2175439360252982e+04 +6.7322786675844924e+05 
+1.4640000000000001e+02 +4.7296181079312686e-03 -1.4504536235190544e+00 +1.7707466433039346e+02 -1.2576846648143621e+04 +1.8022134050783266e+06 
+1.4650000000000000e+02 +4.7104357022301670e-03 -1.4433161537116050e+00 +1.7615075616007340e+02 -1.3184030046344384e+04 +3.1468418225364625e+06 
+1.4659999999999999e+02 +4.6913401643632596e-03 -1.4362236247455946e+00 +1.7529014404877222e+02 -1.3953486098434760e+04 +4.6357352583297091e+06 
+1.4670000000000002e+02 +4.6723310224411514e-03 -1.4291748018258634e+00 +1.7448352800918769e+02 -1.4841679403736653e+04 +6.1974725463568689e+06 
+1.4680000000000001e+02 +4.6534078045989344e-03 -1.4221684511169979e+00 +1.7372161842019494e+02 -1.5805116394873099e+04 +7.7606890061336625e+06 
+1.4690000000000001e+02 +4.6345700389563323e-03 -1.4152033381957263e+00 +1.7299511939782508e+02 -1.6800278454847412e+04 +9.2539863440827541e+06 
+1.4700000000000000e+02 +4.6158172536422360e-03 -1.4082782289912705e+00 +1.7229473883604689e+02 -1.7783662161289241e+04 +1.0605986754590213e+07 
+1.4709999999999999e+02 +4.5971489873443457e-03 -1.4013918903145777e+00 +1.7161093453095228e+02 -1.8714767847162497e+04 +1.1756001932918495e+07 
+1.4720000000000002e+02 +4.5785648210488784e-03 -1.3945430950829354e+00 +1.7093319252994701e+02 -1.9565228862442251e+04 +1.2686263444696395e+07 
+1.4730000000000001e+02 +4.5600643463078573e-03 -1.3877306173772104e+00 +1.7025075189954509e+02 -2.0309695128794774e+04 +1.3389709922988145e+07 
+1.4740000000000001e+02 +4.5416471546755165e-03 -1.3809532313563684e+00 +1.6955285248056515e+02 -2.0922819490143898e+04 +1.3859283740623547e+07 
+1.4750000000000000e+02 +4.5233128377071673e-03 -1.3742097112393634e+00 +1.6882873490033143e+02 -2.1379258372227920e+04 +1.4087932522708049e+07 
+1.4759999999999999e+02 +4.5050609869539369e-03 -1.3674988310784300e+00 +1.6806763793797128e+02 -2.1653660571150791e+04 +1.4068593399687879e+07 
+1.4770000000000002e+02 +4.4868911939653080e-03 -1.3608193648315361e+00 +1.6725879917453202e+02 -2.1720669571866605e+04 +1.3794195873439932e+07 
+1.4780000000000001e+02 +4.4688030502990656e-03 -1.3541700868145359e+00 +1.6639146027498006e+02 -2.1554945951426478e+04 +1.3257693132576087e+07 
+1.4790000000000001e+02 +4.4507961475051469e-03 -1.3475497710311890e+00 +1.6545485949543738e+02 -2.1131136415384335e+04 +1.2452019516191887e+07 
+1.4800000000000000e+02 +4.4328700771462557e-03 -1.3409571919952323e+00 +1.6443824068909876e+02 -2.0423910544293507e+04 +1.1370140561389996e+07 
+1.4809999999999999e+02 +4.4150244329811171e-03 -1.3343915481373461e+00 +1.6333595010919601e+02 -1.9424050537741674e+04 +1.0019105931623742e+07 
+1.4820000000000002e+02 +4.3972588176573856e-03 -1.3278537378992583e+00 +1.6216279232916540e+02 -1.8186991120193081e+04 +8.4625802530605085e+06 
+1.4830000000000001e+02 +4.3795728360346512e-03 -1.3213450843016514e+00 +1.6093868177499220e+02 -1.6784310628633877e+04 +6.7783550882451069e+06 
+1.4840000000000001e+02 +4.3619660929764452e-03 -1.3148669105015076e+00 +1.5968353420228215e+02 -1.5287592341491634e+04 +5.0442282346910657e+06 
+1.4850000000000000e+02 +4.3444381933400011e-03 -1.3084205394280730e+00 +1.5841726306620222e+02 -1.3768410740763684e+04 +3.3379861214755001e+06 
+1.4859999999999999e+02 +4.3269887419867823e-03 -1.3020072941658889e+00 +1.5715978340210242e+02 -1.2298346375499772e+04 +1.7374230380153372e+06 
+1.4870000000000002e+02 +4.3096173437814781e-03 -1.2956284979355279e+00 +1.5593101179653465e+02 -1.0948986315956729e+04 +3.2034236075377098e+05 
+1.4880000000000001e+02 +4.2923236035795828e-03 -1.2892854735830663e+00 +1.5475086067902339e+02 -9.7919005011562931e+03 -8.3547604843367706e+05 
+1.4890000000000001e+02 +4.2751071262422165e-03 -1.2829795441862171e+00 +1.5363924508003237e+02 -8.8986696959386572e+03 -1.6522373462386543e+06 
+1.4900000000000000e+02 +4.2579675166324995e-03 -1.2767120328952595e+00 +1.5261608074847445e+02 -8.3408773336559188e+03 -2.0521433472525117e+06 
+1.4909999999999999e+02 +4.2409043896259992e-03 -1.2704838505664231e+00 +1.5169519678406417e+02 -8.1663135295400016e+03 -1.9861495725078434e+06 
+1.4920000000000002e+02 +4.2239174001760795e-03 -1.2642942599789371e+00 +1.5086608752909271e+02 -8.3276427393153026e+03 -1.5201622867855001e+06 
+1.4930000000000001e+02 +4.2070062132362890e-03 -1.2581421111034585e+00 +1.5011215485189629e+02 -8.7537117698266757e+03 -7.4887518486502895e+05 
+1.4940000000000001e+02 +4.1901704937775857e-03 -1.2520262546163803e+00 +1.4941680841605867e+02 -9.3733994087428309e+03 +2.3306176828166915e+05 
+1.4950000000000000e+02 +4.1734099067671235e-03 -1.2459455410605076e+00 +1.4876345656521602e+02 -1.0115579483819434e+04 +1.3309922905252255e+06 
+1.4959999999999999e+02 +4.1567241171682878e-03 -1.2398988207955759e+00 +1.4813550539508546e+02 -1.0909115942727161e+04 +2.4502459199223253e+06 
+1.4970000000000002e+02 +4.1401127899490285e-03 -1.2338849444003583e+00 +1.4751636366626980e+02 -1.1682884372805249e+04 +3.4961688242664337e+06 
+1.4980000000000001e+02 +4.1235755900677880e-03 -1.2279027620277325e+00 +1.4688943514542021e+02 -1.2365739040373270e+04 +4.3740771775779119e+06 
+1.4990000000000001e+02 +4.1071121824934739e-03 -1.2219511242864050e+00 +1.4623812886847628e+02 -1.2886556513278538e+04 +4.9893183434195351e+06 
+1.5000000000000000e+02 +4.0907222321881764e-03 -1.2160288814999882e+00 +1.4554585064906166e+02 -1.3174199922968379e+04 +5.2472210934937587e+06 
+1.5009999999999999e+02 +4.0744053963313693e-03 -1.2101351147512827e+00 +1.4480048530117168e+02 -1.3178188854691241e+04 +5.0824876774708005e+06 
+1.5020000000000002e+02 +4.0581613009257446e-03 -1.2042698262497238e+00 +1.4400781230522631e+02 -1.2930580569695478e+04 +4.5471931835368602e+06 
+1.5030000000000001e+02 +4.0419895641935844e-03 -1.1984332490857363e+00 +1.4317809173701016e+02 -1.2484096077384624e+04 +3.7227969344462939e+06 
+1.5040000000000001e+02 +4.0258898043482637e-03 -1.1926256159626372e+00 +1.4232157918739082e+02 -1.1891437361333485e+04 +2.6907315902757095e+06 
+1.5050000000000000e+02 +4.0098616396143432e-03 -1.1868471600407358e+00 +1.4144853533217307e+02 -1.1205327379469582e+04 +1.5324586064647823e+06 
+1.5059999999999999e+02 +3.9939046881984630e-03 -1.1810981137570660e+00 +1.4056921287418763e+02 -1.0478456428903099e+04 +3.2939483281173254e+05 
+1.5070000000000002e+02 +3.9780185683275706e-03 -1.1753787103863338e+00 +1.3969387388403240e+02 -9.7635535812983962e+03 -8.3698950919100805e+05 
+1.5080000000000001e+02 +3.9622028982174073e-03 -1.1696891827292910e+00 +1.3883277504337977e+02 -9.1133253309698721e+03 -1.8852555620647657e+06 
+1.5090000000000001e+02 +3.9464572960859080e-03 -1.1640297636743233e+00 +1.3799617400404728e+02 -8.5804821878212679e+03 -2.7339589200159521e+06 
+1.5100000000000000e+02 +3.9307813801465709e-03 -1.1584006859450078e+00 +1.3719432668470398e+02 -8.2177277657547766e+03 -3.3016644157017223e+06 
+1.5109999999999999e+02 +3.9151747816406346e-03 -1.1528020778427719e+00 +1.3643483962699386e+02 -8.0640665826002369e+03 -3.5285129373620418e+06 
+1.5120000000000002e+02 +3.8996371838717560e-03 -1.1472336480522771e+00 +1.3571470068843072e+02 -8.1036199890102698e+03 -3.4410683396746442e+06 
+1.5130000000000001e+02 +3.8841682831643643e-03 -1.1416950005567328e+00 +1.3502824528155449e+02 -8.3067976961707282e+03 -3.0874876435688003e+06 
+1.5140000000000001e+02 +3.8687677758472280e-03 -1.1361857395209209e+00 +1.3436981086100300e+02 -8.6440178910560153e+03 -2.5159161871812358e+06 
+1.5150000000000000e+02 +3.8534353582420130e-03 -1.1307054688182563e+00 +1.3373373161716000e+02 -9.0856852028896101e+03 -1.7745180371546692e+06 
+1.5159999999999999e+02 +3.8381707266755068e-03 -1.1252537925357879e+00 +1.3311434416842195e+02 -9.6022144593849462e+03 -9.1144304724298394e+05 
+1.5170000000000002e+02 +3.8229735774726161e-03 -1.1198303146788851e+00 +1.3250598417845973e+02 -1.0164016397353080e+04 +2.5153141920521706e+04 
+1.5180000000000001e+02 +3.8078436069565813e-03 -1.1144346391870252e+00 +1.3190298660122892e+02 -1.0741498902825431e+04 +9.8711106113135978e+05 
+1.5190000000000001e+02 +3.7927805114542105e-03 -1.1090663701417758e+00 +1.3129968793419872e+02 -1.1305076112306686e+04 +1.9262797000508846e+06 
+1.5200000000000000e+02 +3.7777839872904896e-03 -1.1037251115510602e+00 +1.3069042387430997e+02 -1.1825158924235167e+04 +2.7945036713403901e+06 
+1.5209999999999999e+02 +3.7628537293352710e-03 -1.0984105289442621e+00 +1.3007061852479995e+02 -1.2277818118802976e+04 +3.5532529156078561e+06 
+1.5220000000000002e+02 +3.7479894266565111e-03 -1.0931225346832576e+00 +1.2944005781724130e+02 -1.2661797497133197e+04 +4.2025442848625584e+06 
+1.5230000000000001e+02 +3.7331907668582062e-03 -1.0878611022690661e+00 +1.2879961170219937e+02 -1.2981482282899922e+04 +4.7519942616244843e+06 
+1.5240000000000001e+02 +3.7184574375489512e-03 -1.0826262054105971e+00 +1.2815015258052705e+02 -1.3241268191828438e+04 +5.2112341144274613e+06 
+1.5250000000000000e+02 +3.7037891263407992e-03 -1.0774178179362717e+00 +1.2749255402769339e+02 -1.3445555348378542e+04 +5.5899007338178772e+06 
+1.5259999999999999e+02 +3.6891855208405510e-03 -1.0722359134879975e+00 +1.2682768773696044e+02 -1.3598736646564190e+04 +5.8976216045983043e+06 
+1.5270000000000002e+02 +3.6746463086568155e-03 -1.0670804657517827e+00 +1.2615642569377070e+02 -1.3705205642083396e+04 +6.1440245901020989e+06 
+1.5280000000000001e+02 +3.6601711774025035e-03 -1.0619514486021537e+00 +1.2547964206365856e+02 -1.3769365104828819e+04 +6.3387504183384050e+06 
+1.5290000000000001e+02 +3.6457598146848774e-03 -1.0568488357047696e+00 +1.2479820883410108e+02 -1.3795609224974351e+04 +6.4914284358186489e+06 
+1.5300000000000000e+02 +3.6314119081139371e-03 -1.0517726007947690e+00 +1.2411299848189424e+02 -1.3788333423585435e+04 +6.6116889023556188e+06 
+1.5309999999999999e+02 +3.6171271453515775e-03 -1.0467226768458076e+00 +1.2342477112173761e+02 -1.3751458100262957e+04 +6.7075114945490612e+06 
+1.5320000000000002e+02 +3.6029052143171387e-03 -1.0416988356792958e+00 +1.2273385742304022e+02 -1.3687082955300832e+04 +6.7803793630653387e+06 
+1.5330000000000001e+02 +3.5887458029659185e-03 -1.0367008076854476e+00 +1.2204046813859348e+02 -1.3596801243647495e+04 +6.8300816872718157e+06 
+1.5340000000000001e+02 +3.5746485992716806e-03 -1.0317283240028738e+00 +1.2134482228266575e+02 -1.3482240086721922e+04 +6.8564539168897010e+06 
